contract_id,contract_template,contract_date,client_name,P2_incident_or_lower_respond_time,P1_incident_respond_time,Payment_terms,SLA_Terms,Penalty_clause_SLA_breach, contract_value ,start_date,end_date,contract_status,contract_customer,contract_business_owner
96,CT001,06/08/2024,Adams-Fritsch,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 647,893.42 ",29/03/2021,13/04/2027,Inactive,Elmore Nacey,Tallie Bodd
97,CT001,04/11/2025,"Hyatt, Volkman and Ferry",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 382,024.45 ",30/06/2021,11/12/2027,Pending,Danita Keningley,Reid Laval
98,CT004,17/01/2020,Franecki Inc,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 849,489.69 ",31/01/2024,26/06/2027,Pending,Raye Hurch,Quinlan Hartzenberg
99,CT001,05/01/2024,Gulgowski-Heidenreich,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 607,676.94 ",28/10/2022,11/11/2026,Active,Jana Cottel,Sebastien Szubert
100,CT002,06/08/2021,"Emmerich, Bartoletti and Kirlin",provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 811,101.80 ",22/08/2024,03/10/2025,Active,Myrlene Whatham,Timothee Probbin
101,CT004,28/03/2024,"Hilll, Nienow and Boyle",provide IT support within 12 hours,P1 incidents responded within 12 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 195,868.64 ",26/01/2024,13/11/2027,Inactive,Ludwig Gonoude,Reid Laval
102,CT001,20/06/2026,Reilly and Sons,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 117,075.97 ",25/10/2022,13/06/2025,Active,Rochell MacNeilly,Pall Duester
103,CT001,22/09/2022,Bailey Group,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 359,905.92 ",04/07/2021,20/09/2025,Active,Daniella Bennell,Tallie Bodd
104,CT006,13/12/2021,Daugherty-Nitzsche,provide IT support within 4 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 939,167.44 ",17/10/2022,31/01/2025,Pending,Bobby Tibbs,Gaspar Proud
105,CT006,04/09/2024,Ruecker Inc,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 323,501.59 ",09/05/2023,11/02/2027,Pending,Shannon Child,Roxie Moylane
106,CT004,25/03/2021,Stokes-Rohan,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 581,364.73 ",06/05/2024,09/05/2027,Inactive,Bertie Gozzett,Gaspar Proud
107,CT001,03/10/2025,Hyatt-Friesen,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 427,348.12 ",14/03/2022,23/09/2027,Pending,Ashton Marshal,Dasi Lockyear
108,CT007,02/07/2025,Roberts-Lesch,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £20k per SLA breach," 908,517.26 ",22/08/2023,18/02/2027,Pending,Gracie Foley,Sky Riddington
109,CT002,02/07/2025,Pacocha-DuBuque,provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 150,236.39 ",06/08/2024,03/04/2026,Active,Jocelyne Gray,Dougie Colebourn
110,CT003,03/02/2025,Thompson LLC,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 773,199.88 ",22/05/2021,15/10/2025,Inactive,Lazar Toolin,Gaspar Proud
111,CT005,22/11/2024,"Morar, Gleichner and Schneider",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 578,796.55 ",19/12/2024,13/03/2025,Pending,Wright Woonton,Dougie Colebourn
112,CT001,17/01/2026,Orn-Mueller,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 376,381.76 ",16/12/2020,24/02/2026,Inactive,Rosie Whyborne,Sebastien Szubert
113,CT007,15/03/2026,"Heller, Fadel and Paucek",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 736,100.10 ",13/06/2023,11/09/2026,Active,Anderson MacCroary,Nadean Fairbeard
114,CT008,27/08/2025,"McLaughlin, Metz and McGlynn",provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 385,568.29 ",19/06/2023,09/12/2026,Active,Benoite Hartly,Tallie Bodd
115,CT003,06/03/2025,"Walker, Botsford and Homenick",provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 132,664.48 ",17/02/2021,19/03/2026,Inactive,Inga Folker,Quinlan Hartzenberg
116,CT003,20/04/2026,Lesch-Ondricka,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 620,616.15 ",26/12/2023,23/09/2025,Inactive,Fredi Baleine,Pall Duester
117,CT008,06/08/2025,Barton and Sons,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 644,431.17 ",04/07/2024,08/10/2026,Pending,Hannie Glavis,Roxie Moylane
118,CT003,28/02/2025,Walter-Halvorson,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 395,077.26 ",07/01/2021,16/10/2026,Active,Taylor Laurens,Sebastien Szubert
119,CT002,21/06/2025,"Lockman, Wyman and Nienow",provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 75,175.57 ",01/10/2023,25/06/2025,Pending,Garvy Spelsbury,Timothee Probbin
120,CT008,19/10/2022,Anderson-Howe,provide IT support within 2 hours,P1 incidents responded within 1 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £20k per SLA breach," 933,243.04 ",16/12/2020,02/06/2025,Active,Dale Ash,Michaela Broszkiewicz
121,CT006,10/11/2023,"Kshlerin, Conroy and Labadie",provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 740,942.31 ",23/10/2022,10/03/2027,Active,Phylys Owbridge,Buck Garrick
122,CT001,30/08/2025,Upton and Sons,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 730,098.44 ",19/02/2022,08/04/2026,Pending,Suzanna Maingot,Sky Riddington
123,CT008,22/01/2020,Schaden-Bartell,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 105,070.09 ",22/07/2020,12/03/2026,Inactive,Christabella Fellos,Sky Riddington
124,CT008,15/11/2020,"Waters, Crist and Sawayn",provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 335,813.06 ",27/10/2021,20/09/2025,Inactive,Lucio Crean,Baudoin Drescher
125,CT001,02/05/2022,"O'Connell, Rolfson and Purdy",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 789,596.56 ",07/10/2021,15/12/2025,Inactive,Babb Balston,Pall Duester
126,CT005,11/04/2022,"Zulauf, Durgan and Hoppe",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 492,633.61 ",01/11/2024,19/01/2026,Pending,Corrinne Baudinet,Baudoin Drescher
127,CT001,19/04/2020,Baumbach Group,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 544,886.41 ",10/12/2021,03/07/2027,Pending,Helaine Burchall,Orel Maunton
128,CT008,29/12/2025,Stoltenberg-Sawayn,provide IT support within 2 hours,P1 incidents responded within 1 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 781,769.70 ",06/10/2024,24/02/2027,Pending,Lindsy Auty,Michaela Broszkiewicz
129,CT003,28/01/2020,"Kub, Weber and Denesik",provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 257,751.67 ",22/09/2021,04/04/2025,Active,Chelsie Birdsey,Sebastien Szubert
130,CT001,19/01/2022,"Schamberger, Mayer and Barrows",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 721,337.64 ",01/06/2023,07/07/2027,Pending,Ross Dairton,Royall Badder
131,CT001,07/06/2026,Beahan LLC,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 511,237.77 ",06/08/2022,02/02/2026,Active,Leigh Godbolt,Sebastien Szubert
132,CT002,12/05/2023,"Gusikowski, Beier and D'Amore",provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 693,527.07 ",06/10/2020,04/07/2027,Active,Justine Earengey,Michaela Broszkiewicz
133,CT002,13/10/2021,"West, Parker and Wiza",provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 371,618.35 ",09/04/2022,28/12/2027,Inactive,Felipe Stubley,Royall Badder
134,CT005,04/03/2025,Shanahan LLC,provide IT support within 6 hours,P1 incidents responded within 6 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 162,862.02 ",18/09/2021,01/11/2027,Pending,Cahra Calton,Buck Garrick
135,CT008,05/12/2024,Harvey Group,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 470,405.91 ",23/10/2022,29/09/2027,Inactive,Clarke Sieve,Tallie Bodd
136,CT005,01/04/2026,"Senger, Hodkiewicz and Ferry",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 204,643.19 ",01/05/2022,14/10/2027,Pending,Sofie Falkingham,Dasi Lockyear
137,CT005,09/08/2020,"Davis, Wunsch and Farrell",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 679,111.03 ",10/12/2020,21/04/2026,Active,Leila Oganesian,Quinlan Hartzenberg
138,CT004,06/11/2021,"Gibson, Sanford and Schuppe",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 781,277.68 ",31/01/2024,22/06/2026,Active,Lamont Tucknutt,Sebastien Szubert
139,CT001,07/03/2022,"Mertz, Upton and Collier",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 259,810.91 ",03/04/2021,13/11/2025,Inactive,Gerladina Meekins,Baudoin Drescher
140,CT002,25/12/2020,"Wehner, Ullrich and Stanton",provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 161,603.09 ",02/09/2023,26/04/2026,Pending,Westleigh Valder,Timothee Probbin
141,CT002,31/05/2021,"Johnston, Oberbrunner and Jacobson",provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 452,844.69 ",30/04/2022,22/06/2027,Pending,Rhea Nayer,Michaela Broszkiewicz
142,CT002,08/08/2026,Runte-Howe,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 793,256.25 ",24/05/2021,22/05/2025,Pending,Ernestus Frays,Orel Maunton
143,CT004,08/08/2022,Miller-Anderson,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 828,429.00 ",04/04/2023,19/08/2026,Pending,Etti Gascard,Pall Duester
144,CT001,23/05/2023,Veum LLC,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 68,876.70 ",12/04/2020,03/01/2025,Active,Kira Damant,Dasi Lockyear
145,CT007,02/04/2021,Williamson Group,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 343,443.88 ",05/12/2021,19/03/2027,Pending,Leeanne Duffitt,Gaspar Proud
146,CT001,07/03/2021,Kirlin-Sawayn,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 54,008.46 ",05/10/2020,19/05/2027,Pending,Karlee Ruprich,Quinlan Hartzenberg
147,CT006,10/01/2023,Hartmann Inc,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 586,854.67 ",09/12/2020,14/08/2027,Inactive,Zebadiah Ohanessian,Alana Shelf
148,CT005,14/09/2021,"Mayer, Zieme and Fay",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 479,298.74 ",30/11/2021,17/07/2027,Pending,Poppy Crownshaw,Baudoin Drescher
149,CT007,18/02/2022,Maggio-Volkman,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 897,852.38 ",04/01/2022,27/02/2025,Inactive,Olwen Wildsmith,Nadean Fairbeard
150,CT007,16/01/2026,Beahan-Jenkins,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 508,637.48 ",12/06/2024,14/11/2027,Inactive,Novelia Cottill,Orel Maunton
151,CT005,22/03/2026,McClure Group,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 539,508.48 ",20/02/2022,13/06/2026,Pending,Aharon Crow,Orel Maunton
152,CT004,15/05/2021,"Connelly, Rutherford and Hettinger",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 921,991.25 ",17/07/2024,02/06/2027,Pending,Reg Lenden,Sebastien Szubert
153,CT002,18/03/2020,Emmerich-Wisozk,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 271,996.36 ",16/09/2024,25/08/2025,Pending,Baxy Dabrowski,Quinlan Hartzenberg
